COMPRO_TIENDA,SEXO,EDAD,ESTADO_CIVIL,PROFESION
FALSO,F,24,Soltero,Ventas
FALSO,F,24,Soltero,Ventas
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
VERDADERO,F,49,Casado,Ejecutivo
FALSO,F,28,Soltero,Estudiante
FALSO,F,28,Soltero,Estudiante
FALSO,F,30,Casado,Ejecutivo
FALSO,F,30,Casado,Ejecutivo
FALSO,F,30,Casado,Ejecutivo
FALSO,M,33,Casado,Ventas
FALSO,M,33,Casado,Ventas
FALSO,F,36,Casado,Profesional
FALSO,F,36,Casado,Profesional
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
VERDADERO,M,23,Soltero,Profesional
VERDADERO,M,23,Soltero,Profesional
FALSO,M,23,Soltero,Profesional
FALSO,M,23,Soltero,Profesional
VERDADERO,F,40,Casado,Otra
VERDADERO,F,40,Casado,Otra
FALSO,F,49,Casado,Profesional
FALSO,F,49,Casado,Profesional
FALSO,F,21,Casado,Otra
FALSO,F,21,Casado,Otra
FALSO,F,21,Casado,Otra
VERDADERO,F,21,Casado,Otra
FALSO,F,21,Casado,Otra
VERDADERO,F,21,Casado,Otra
FALSO,F,21,Casado,Otra
FALSO,F,21,Casado,Otra
FALSO,M,27,Soltero,Retail
FALSO,M,27,Soltero,Retail
FALSO,F,32,Soltero,Otra
FALSO,F,32,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,26,Soltero,Profesional
FALSO,F,49,Casado,Jubilado
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,F,27,Casado,Otra
FALSO,F,27,Casado,Otra
FALSO,F,27,Casado,Otra
FALSO,F,27,Casado,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,28,Soltero,Otra
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
VERDADERO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
FALSO,M,40,Casado,Otra
VERDADERO,M,40,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,F,29,Soltero,Estudiante
FALSO,F,29,Soltero,Estudiante
FALSO,F,29,Soltero,Estudiante
FALSO,F,28,Soltero,Ventas
FALSO,F,28,Soltero,Ventas
FALSO,F,44,Casado,Ejecutivo
FALSO,F,44,Casado,Ejecutivo
FALSO,M,49,Casado,Profesional
FALSO,M,49,Casado,Profesional
FALSO,F,54,Casado,Otra
FALSO,F,54,Casado,Otra
FALSO,F,54,Casado,Otra
FALSO,F,54,Casado,Otra
FALSO,F,54,Casado,Otra
FALSO,M,33,Casado,Ejecutivo
FALSO,M,33,Casado,Ejecutivo
FALSO,F,39,Casado,Ventas
FALSO,F,39,Casado,Ventas
VERDADERO,F,30,Casado,Hosteleria
FALSO,F,30,Casado,Hosteleria
FALSO,F,30,Casado,Hosteleria
FALSO,F,30,Casado,Hosteleria
FALSO,F,30,Casado,Hosteleria
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
FALSO,F,26,Casado,Otra
FALSO,F,26,Casado,Otra
FALSO,F,49,Casado,Profesional
FALSO,F,49,Casado,Profesional
FALSO,F,49,Casado,Profesional
FALSO,F,49,Casado,Profesional
FALSO,F,49,Casado,Profesional
FALSO,F,27,Soltero,Ventas
FALSO,F,27,Soltero,Ventas
FALSO,F,20,Soltero,Retail
FALSO,F,20,Soltero,Retail
VERDADERO,F,32,Desconocido,Otra
FALSO,F,32,Desconocido,Otra
FALSO,F,32,Desconocido,Otra
FALSO,F,32,Desconocido,Otra
VERDADERO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,26,Soltero,Otra
FALSO,M,24,Soltero,Ventas
FALSO,M,24,Soltero,Ventas
FALSO,M,24,Soltero,Ventas
FALSO,M,24,Soltero,Ventas
FALSO,M,24,Soltero,Ventas
FALSO,M,24,Soltero,Ventas
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,26,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
VERDADERO,M,21,Soltero,Otra
VERDADERO,M,21,Soltero,Otra
FALSO,M,21,Soltero,Otra
FALSO,F,29,Soltero,Retail
FALSO,F,29,Soltero,Retail
VERDADERO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,39,Casado,Otra
VERDADERO,F,39,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,25,Soltero,Retail
FALSO,F,25,Soltero,Retail
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Otra
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,M,34,Casado,Ventas
FALSO,F,47,Desconocido,Hosteleria
FALSO,F,47,Desconocido,Hosteleria
VERDADERO,F,47,Desconocido,Hosteleria
FALSO,F,39,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,39,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,M,40,Casado,Otra
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,F,22,Soltero,Profesional
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,M,30,Casado,Ejecutivo
FALSO,F,23,Soltero,Estudiante
FALSO,F,23,Soltero,Estudiante
FALSO,F,23,Soltero,Estudiante
FALSO,F,32,Soltero,Profesional
FALSO,F,32,Soltero,Profesional
FALSO,M,44,Casado,Profesional
FALSO,M,44,Casado,Profesional
FALSO,M,25,Casado,Ventas
FALSO,M,25,Casado,Ventas
FALSO,M,25,Casado,Ventas
VERDADERO,M,25,Casado,Ventas
FALSO,M,27,Soltero,Comerciantes
FALSO,M,27,Soltero,Comerciantes
FALSO,M,27,Soltero,Comerciantes
FALSO,M,27,Soltero,Comerciantes
FALSO,M,27,Soltero,Comerciantes
FALSO,F,34,Soltero,Profesional
FALSO,F,34,Soltero,Profesional
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
VERDADERO,M,29,Casado,Otra
FALSO,M,32,Casado,Otra
FALSO,M,32,Casado,Otra
VERDADERO,M,23,Soltero,Profesional
FALSO,M,23,Soltero,Profesional
FALSO,M,23,Soltero,Profesional
FALSO,M,43,Casado,Otra
FALSO,M,43,Casado,Otra
FALSO,M,41,Casado,Otra
VERDADERO,M,41,Casado,Otra
FALSO,M,41,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,30,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,F,44,Casado,Otra
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,F,28,Casado,Otra
FALSO,F,28,Casado,Otra
FALSO,F,21,Soltero,Retail
FALSO,F,21,Soltero,Retail
FALSO,F,21,Soltero,Retail
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
FALSO,F,43,Casado,Otra
VERDADERO,M,21,Soltero,Otra
VERDADERO,M,21,Soltero,Otra
FALSO,M,21,Soltero,Otra
FALSO,F,21,Soltero,Retail
FALSO,F,21,Soltero,Retail
VERDADERO,M,30,Soltero,Profesional
VERDADERO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,M,28,Soltero,Ventas
FALSO,M,28,Soltero,Ventas
FALSO,M,20,Soltero,Comerciantes
FALSO,M,20,Soltero,Comerciantes
FALSO,M,20,Soltero,Comerciantes
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,25,Soltero,Ventas
FALSO,M,21,Soltero,Otra
FALSO,F,25,Soltero,Otra
FALSO,M,22,Soltero,Ventas
FALSO,M,41,Casado,Comerciantes
FALSO,F,37,Desconocido,Otra
FALSO,F,37,Desconocido,Otra
VERDADERO,M,28,Soltero,Comerciantes
FALSO,M,28,Soltero,Comerciantes
FALSO,M,34,Casado,Ventas
FALSO,M,26,Casado,Ventas
FALSO,M,29,Desconocido,Ventas
FALSO,M,29,Desconocido,Ventas
FALSO,M,29,Desconocido,Ventas
FALSO,F,44,Casado,Otra
FALSO,F,26,Soltero,Otra
FALSO,M,46,Casado,Comerciantes
FALSO,M,46,Casado,Comerciantes
VERDADERO,F,34,Casado,Otra
FALSO,M,45,Casado,Jubilado
FALSO,M,45,Casado,Jubilado
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,M,43,Casado,Comerciantes
FALSO,F,31,Casado,Ejecutivo
FALSO,F,37,Desconocido,Hosteleria
FALSO,F,37,Desconocido,Hosteleria
FALSO,F,34,Casado,Otra
FALSO,F,34,Casado,Otra
FALSO,M,37,Casado,Ejecutivo
FALSO,M,26,Casado,Ventas
FALSO,M,26,Casado,Ventas
FALSO,M,26,Casado,Ventas
FALSO,F,19,Soltero,Otra
FALSO,M,26,Soltero,Estudiante
FALSO,M,40,Desconocido,Otra
FALSO,M,38,Casado,Otra
FALSO,M,35,Casado,Comerciantes
FALSO,M,35,Casado,Comerciantes
FALSO,M,35,Casado,Comerciantes
FALSO,M,35,Casado,Comerciantes
FALSO,M,26,Soltero,Otra
FALSO,M,32,Casado,Otra
FALSO,M,39,Soltero,Otra
VERDADERO,M,39,Soltero,Otra
VERDADERO,F,21,Soltero,Otra
FALSO,M,33,Casado,Otra
FALSO,M,33,Casado,Otra
FALSO,M,26,Casado,Otra
FALSO,M,26,Casado,Profesional
FALSO,M,26,Casado,Profesional
FALSO,F,31,Casado,Otra
FALSO,F,29,Soltero,Retail
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,M,35,Casado,Ventas
FALSO,F,39,Casado,Ejecutivo
FALSO,F,39,Casado,Ejecutivo
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,F,48,Casado,Jubilado
FALSO,M,33,Casado,Otra
FALSO,F,24,Soltero,Otra
FALSO,M,48,Casado,Profesional
FALSO,M,20,Soltero,Ventas
FALSO,M,20,Soltero,Ventas
FALSO,M,41,Casado,Otra
FALSO,M,41,Casado,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,F,37,Desconocido,Otra
FALSO,M,55,Casado,Comerciantes
FALSO,M,55,Casado,Comerciantes
FALSO,M,55,Casado,Comerciantes
FALSO,M,56,Casado,Otra
FALSO,M,56,Casado,Otra
VERDADERO,F,46,Casado,Hosteleria
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,35,Casado,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
VERDADERO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,29,Soltero,Profesional
FALSO,F,29,Soltero,Profesional
FALSO,F,29,Soltero,Profesional
VERDADERO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,25,Soltero,Otra
FALSO,M,25,Soltero,Otra
FALSO,M,25,Soltero,Otra
FALSO,F,48,Desconocido,Hosteleria
FALSO,F,48,Desconocido,Hosteleria
FALSO,F,48,Desconocido,Hosteleria
FALSO,M,31,Casado,Ventas
FALSO,M,31,Casado,Ventas
FALSO,M,31,Casado,Ventas
FALSO,F,29,Casado,Otra
FALSO,F,29,Casado,Otra
FALSO,F,20,Soltero,Otra
FALSO,F,20,Soltero,Otra
FALSO,M,49,Casado,Jubilado
FALSO,M,49,Casado,Jubilado
FALSO,M,49,Casado,Jubilado
FALSO,M,49,Casado,Jubilado
FALSO,M,37,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
FALSO,F,36,Casado,Otra
VERDADERO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
FALSO,M,31,Casado,Otra
VERDADERO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,F,19,Soltero,Otra
FALSO,M,29,Soltero,Ventas
FALSO,M,29,Soltero,Ventas
VERDADERO,M,28,Soltero,Otra
VERDADERO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
FALSO,M,28,Soltero,Otra
VERDADERO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
VERDADERO,M,29,Soltero,Profesional
FALSO,M,41,Soltero,Otra
FALSO,M,41,Soltero,Otra
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,F,19,Soltero,Profesional
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,M,31,Soltero,Otra
FALSO,M,33,Soltero,Profesional
FALSO,M,33,Soltero,Profesional
FALSO,M,33,Soltero,Profesional
FALSO,M,33,Soltero,Profesional
FALSO,F,28,Soltero,Estudiante
FALSO,F,28,Soltero,Estudiante
FALSO,F,25,Desconocido,Otra
FALSO,F,25,Desconocido,Otra
FALSO,F,25,Desconocido,Otra
FALSO,F,25,Desconocido,Otra
FALSO,F,25,Desconocido,Otra
FALSO,F,25,Desconocido,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
VERDADERO,M,26,Soltero,Comerciantes
VERDADERO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,26,Soltero,Comerciantes
FALSO,M,27,Casado,Profesional
FALSO,M,27,Casado,Profesional
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,40,Casado,Profesional
FALSO,F,40,Casado,Profesional
FALSO,F,40,Casado,Profesional
FALSO,F,30,Soltero,Retail
FALSO,F,30,Soltero,Retail
FALSO,M,27,Casado,Estudiante
FALSO,M,27,Casado,Estudiante
FALSO,M,27,Casado,Estudiante
FALSO,M,29,Casado,Profesional
FALSO,M,29,Casado,Profesional
FALSO,M,29,Casado,Profesional
FALSO,M,29,Casado,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,M,30,Soltero,Profesional
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
VERDADERO,M,23,Soltero,Ventas
VERDADERO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
VERDADERO,M,29,Soltero,Profesional
VERDADERO,M,29,Soltero,Profesional
FALSO,M,29,Soltero,Profesional
FALSO,M,31,Desconocido,Profesional
FALSO,M,31,Desconocido,Profesional
FALSO,M,32,Casado,Profesional
FALSO,M,32,Casado,Profesional
FALSO,M,32,Casado,Profesional
FALSO,M,32,Casado,Profesional
FALSO,F,34,Casado,Profesional
FALSO,F,34,Casado,Profesional
FALSO,F,49,Desconocido,Hosteleria
FALSO,F,49,Desconocido,Hosteleria
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,M,24,Soltero,Estudiante
FALSO,F,53,Casado,Otra
FALSO,F,53,Casado,Otra
FALSO,M,38,Casado,Otra
FALSO,M,38,Casado,Otra
FALSO,F,27,Soltero,Retail
FALSO,F,27,Soltero,Retail
FALSO,M,19,Soltero,Retail
FALSO,M,19,Soltero,Retail
FALSO,M,19,Soltero,Retail
VERDADERO,M,22,Soltero,Otra
VERDADERO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,34,Casado,Profesional
FALSO,M,34,Casado,Profesional
FALSO,M,34,Casado,Profesional
FALSO,F,47,Casado,Profesional
FALSO,F,47,Casado,Profesional
FALSO,F,27,Casado,Retail
FALSO,F,27,Casado,Retail
FALSO,M,37,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
VERDADERO,M,42,Casado,Ventas
FALSO,M,42,Casado,Ventas
VERDADERO,M,42,Casado,Ventas
FALSO,F,38,Casado,Otra
FALSO,F,38,Casado,Otra
FALSO,F,38,Casado,Otra
FALSO,M,40,Casado,Ventas
FALSO,M,40,Casado,Ventas
FALSO,M,40,Casado,Ventas
FALSO,M,40,Casado,Ventas
FALSO,M,42,Casado,Otra
FALSO,M,42,Casado,Otra
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,M,36,Desconocido,Ventas
VERDADERO,M,36,Desconocido,Ventas
FALSO,F,27,Casado,Ejecutivo
FALSO,F,27,Casado,Ejecutivo
FALSO,F,19,Soltero,Estudiante
FALSO,F,19,Soltero,Estudiante
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
FALSO,F,38,Casado,Ejecutivo
FALSO,F,38,Casado,Ejecutivo
FALSO,F,39,Soltero,Otra
FALSO,F,39,Soltero,Otra
FALSO,M,19,Soltero,Estudiante
FALSO,M,19,Soltero,Estudiante
FALSO,M,56,Desconocido,Otra
FALSO,M,56,Desconocido,Otra
FALSO,M,56,Desconocido,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
VERDADERO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
VERDADERO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
FALSO,M,27,Soltero,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,46,Casado,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
FALSO,F,29,Soltero,Otra
VERDADERO,M,27,Soltero,Profesional
VERDADERO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,M,27,Soltero,Profesional
FALSO,F,22,Desconocido,Otra
FALSO,F,22,Desconocido,Otra
FALSO,F,32,Soltero,Retail
FALSO,F,32,Soltero,Retail
FALSO,F,20,Soltero,Retail
FALSO,F,20,Soltero,Retail
FALSO,M,41,Casado,Ejecutivo
FALSO,M,41,Casado,Ejecutivo
FALSO,F,50,Casado,Otra
FALSO,F,50,Casado,Otra
FALSO,F,50,Casado,Otra
FALSO,F,50,Casado,Otra
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Profesional
FALSO,F,23,Soltero,Hosteleria
FALSO,F,23,Soltero,Hosteleria
FALSO,F,23,Soltero,Hosteleria
FALSO,F,40,Casado,Profesional
FALSO,F,40,Casado,Profesional
VERDADERO,M,39,Casado,Otra
FALSO,M,39,Casado,Otra
FALSO,M,53,Casado,Profesional
FALSO,M,53,Casado,Profesional
FALSO,M,53,Casado,Profesional
FALSO,M,53,Casado,Profesional
FALSO,F,31,Casado,Profesional
FALSO,F,31,Casado,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,F,27,Soltero,Profesional
FALSO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
VERDADERO,M,23,Soltero,Ventas
FALSO,M,23,Soltero,Ventas
FALSO,M,41,Soltero,Otra
FALSO,M,41,Soltero,Otra
FALSO,M,41,Soltero,Otra
FALSO,F,31,Casado,Otra
FALSO,F,31,Casado,Otra
FALSO,F,31,Casado,Otra
FALSO,F,24,Soltero,Profesional
FALSO,F,24,Soltero,Profesional
FALSO,M,39,Casado,Otra
FALSO,M,39,Casado,Otra
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
FALSO,M,35,Casado,Ventas
VERDADERO,M,22,Soltero,Otra
VERDADERO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,M,22,Soltero,Otra
FALSO,F,49,Casado,Ejecutivo
FALSO,F,49,Casado,Ejecutivo
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,M,46,Casado,Otra
FALSO,F,24,Soltero,Profesional
FALSO,F,24,Soltero,Profesional
FALSO,F,24,Soltero,Profesional
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,21,Soltero,Otra
FALSO,F,25,Soltero,Profesional
FALSO,F,25,Soltero,Profesional
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,M,19,Soltero,Ventas
FALSO,F,24,Soltero,Otra
FALSO,F,24,Soltero,Otra
FALSO,F,47,Casado,Otra
FALSO,F,47,Casado,Otra
FALSO,F,47,Casado,Otra
VERDADERO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,41,Casado,Otra
FALSO,F,33,Casado,Ejecutivo
FALSO,F,33,Casado,Ejecutivo
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
VERDADERO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,F,27,Soltero,Otra
FALSO,M,29,Soltero,Estudiante
FALSO,M,29,Soltero,Estudiante
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,F,42,Casado,Otra
FALSO,F,32,Casado,Ejecutivo
FALSO,F,32,Casado,Ejecutivo
FALSO,F,32,Casado,Ejecutivo
VERDADERO,F,32,Casado,Ejecutivo
VERDADERO,F,35,Casado,Otra
VERDADERO,F,35,Casado,Otra
FALSO,F,37,Casado,Retail
VERDADERO,F,37,Casado,Retail
FALSO,F,37,Casado,Retail
FALSO,M,38,Casado,Ventas
FALSO,M,38,Casado,Ventas
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
FALSO,M,29,Casado,Otra
VERDADERO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,M,32,Casado,Ventas
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,38,Soltero,Otra
FALSO,M,39,Casado,Ventas
FALSO,M,39,Casado,Ventas
FALSO,M,39,Casado,Ventas
FALSO,M,39,Casado,Ventas
FALSO,M,39,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,M,37,Casado,Ventas
FALSO,F,47,Casado,Profesional
FALSO,F,47,Casado,Profesional
FALSO,F,47,Casado,Otra
FALSO,F,47,Casado,Otra
FALSO,F,47,Casado,Otra
VERDADERO,M,29,Soltero,Otra
VERDADERO,M,29,Soltero,Otra
FALSO,M,29,Soltero,Otra
FALSO,M,20,Soltero,Otra
FALSO,M,20,Soltero,Otra
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
VERDADERO,F,34,Casado,Ejecutivo
FALSO,F,34,Casado,Ejecutivo
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,M,30,Casado,Otra
FALSO,M,30,Casado,Otra
VERDADERO,M,30,Casado,Otra
FALSO,M,30,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,48,Casado,Otra
FALSO,F,25,Soltero,Hosteleria
FALSO,F,25,Soltero,Hosteleria
FALSO,F,25,Soltero,Hosteleria
VERDADERO,M,20,Soltero,Ventas
VERDADERO,M,20,Soltero,Ventas
FALSO,F,46,Casado,Profesional
VERDADERO,F,46,Casado,Profesional
FALSO,F,23,Soltero,Otra
FALSO,F,23,Soltero,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,37,Casado,Otra
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,40,Desconocido,Hosteleria
FALSO,F,20,Soltero,Otra
FALSO,F,20,Soltero,Otra
FALSO,F,33,Casado,Otra
FALSO,F,33,Casado,Otra
FALSO,F,67,Casado,Otra
FALSO,F,67,Casado,Otra
FALSO,F,67,Casado,Otra
FALSO,F,67,Casado,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,26,Desconocido,Otra
FALSO,F,28,Casado,Ejecutivo
FALSO,F,28,Casado,Ejecutivo
FALSO,F,32,Casado,Ejecutivo
FALSO,F,32,Casado,Ejecutivo
FALSO,M,43,Casado,Comerciantes
VERDADERO,M,43,Casado,Comerciantes
FALSO,F,31,Soltero,Otra
FALSO,F,31,Soltero,Otra
